marker-color,marker-size,marker-symbol,name,lon,lat
#7e7e7e,medium,,1,29.02233839035034,40.979962866583264
#7e7e7e,medium,,2,29.027466773986816,40.98427172176135
#7e7e7e,medium,,4,29.02218818664551,40.988904236956984
#7e7e7e,medium,,3,29.03390407562256,40.987025353939416
#7e7e7e,medium,,5,29.028582572937008,40.99052392072626
